Date,Daily_Demand,Actual_Consumption,Prophet_Prediction,SARIMAX_Prediction,Anomaly_Flag,Day_of_Week
2007-08-03,4.548,17.722733333333334,17.722733333333334,17.722733333333334,,Friday
2007-08-04,3.64,19.083166666666667,19.083166666666667,19.083166666666667,,Saturday
2007-08-05,4.294,13.1183,13.1183,13.1183,,Sunday
2007-08-06,5.146,18.162,18.162,18.162,,Monday
2007-08-07,4.778,24.726333333333333,24.726333333333333,24.726333333333333,,Tuesday
2007-08-08,5.702,18.758033333333334,18.758033333333334,18.758033333333334,,Wednesday
2007-08-09,6.332,17.861333333333334,17.861333333333334,17.861333333333334,,Thursday
2007-08-10,5.572,17.1335,17.1335,17.1335,,Friday
2007-08-11,5.602,18.194166666666668,18.194166666666668,18.194166666666668,,Saturday
2007-08-12,7.548,20.6984,20.6984,20.6984,,Sunday
2007-08-13,3.36,19.216866666666665,19.216866666666665,19.216866666666665,,Monday
2007-08-14,5.534,15.686499999999999,15.686499999999999,15.686499999999999,,Tuesday
2007-08-15,6.508,19.86433333333333,19.86433333333333,19.86433333333333,,Wednesday
2007-08-16,4.146,15.974933333333333,15.974933333333333,15.974933333333333,,Thursday
2007-08-17,5.142,16.831533333333333,16.831533333333333,16.831533333333333,,Friday
2007-08-18,1.384,5.799333333333333,5.799333333333333,5.799333333333333,,Saturday
2007-08-19,6.63,23.704900000000002,23.704900000000002,23.704900000000002,,Sunday
2007-08-20,5.084,22.314033333333334,22.314033333333334,22.314033333333334,,Monday
2007-08-21,4.96,10.709266666666668,10.709266666666668,10.709266666666668,,Tuesday
2007-08-22,5.332,20.163466666666668,20.163466666666668,20.163466666666668,,Wednesday
2007-08-23,5.17,18.53853333333333,18.53853333333333,18.53853333333333,,Thursday
2007-08-24,8.694,27.603566666666666,27.603566666666666,27.603566666666666,,Friday
2007-08-25,6.796,19.181333333333335,19.181333333333335,19.181333333333335,,Saturday
2007-08-26,8.166,21.9151,21.9151,21.9151,,Sunday
2007-08-27,5.194,20.1955,20.1955,20.1955,,Monday
2007-08-28,4.104,16.616733333333332,16.616733333333332,16.616733333333332,,Tuesday
2007-08-29,4.292,12.466533333333333,12.466533333333333,12.466533333333333,,Wednesday
2007-08-30,5.018,20.04096666666667,20.04096666666667,20.04096666666667,,Thursday
2007-08-31,5.164,21.330366666666666,21.330366666666666,21.330366666666666,,Friday
2007-09-01,4.934,28.3581,28.3581,28.3581,,Saturday
2007-09-02,5.306,27.707800000000002,27.707800000000002,27.707800000000002,,Sunday
2007-09-03,5.002,17.315366666666666,17.315366666666666,17.315366666666666,,Monday
2007-09-04,5.868,26.415733333333332,26.415733333333332,26.415733333333332,,Tuesday
2007-09-05,7.98,20.60953333333333,20.60953333333333,20.60953333333333,,Wednesday
2007-09-06,5.748,15.024566666666667,15.024566666666667,15.024566666666667,,Thursday
2007-09-07,5.656,22.274933333333333,22.274933333333333,22.274933333333333,,Friday
2007-09-08,5.896,24.495866666666664,24.495866666666664,24.495866666666664,,Saturday
2007-09-09,5.69,27.991699999999998,27.991699999999998,27.991699999999998,,Sunday
2007-09-10,6.106,18.622933333333332,18.622933333333332,18.622933333333332,,Monday
2007-09-11,4.736,16.392866666666666,16.392866666666666,16.392866666666666,,Tuesday
2007-09-12,6.18,21.462733333333333,21.462733333333333,21.462733333333333,,Wednesday
2007-09-13,6.752,19.106366666666666,19.106366666666666,19.106366666666666,,Thursday
2007-09-14,5.246,18.924500000000002,18.924500000000002,18.924500000000002,,Friday
2007-09-15,5.452,18.2552,18.2552,18.2552,,Saturday
2007-09-16,6.04,27.537066666666664,27.537066666666664,27.537066666666664,,Sunday
2007-09-17,8.11,24.353099999999998,24.353099999999998,24.353099999999998,,Monday
2007-09-18,5.242,19.458666666666666,19.458666666666666,19.458666666666666,,Tuesday
2007-09-19,5.992,21.64473333333333,21.64473333333333,21.64473333333333,,Wednesday
2007-09-20,6.148,20.92553333333333,20.92553333333333,20.92553333333333,,Thursday
2007-09-21,6.406,20.646333333333335,20.646333333333335,20.646333333333335,,Friday
2007-09-22,5.804,19.602866666666667,19.602866666666667,19.602866666666667,,Saturday
2007-09-23,5.098,23.632833333333334,23.632833333333334,23.632833333333334,,Sunday
2007-09-24,6.81,22.575499999999998,22.575499999999998,22.575499999999998,,Monday
2007-09-25,5.85,29.405700000000003,29.405700000000003,29.405700000000003,,Tuesday
2007-09-26,7.03,30.371066666666664,30.371066666666664,30.371066666666664,,Wednesday
2007-09-27,5.786,23.209999999999997,23.209999999999997,23.209999999999997,,Thursday
2007-09-28,7.244,28.008300000000002,28.008300000000002,28.008300000000002,,Friday
2007-09-29,7.592,38.27536666666666,38.27536666666666,38.27536666666666,,Saturday
2007-09-30,4.17,25.2715,25.2715,25.2715,,Sunday
2007-10-01,7.624,28.682033333333333,28.682033333333333,28.682033333333333,,Monday
2007-10-02,6.034,36.647733333333335,36.647733333333335,36.647733333333335,,Tuesday
2007-10-03,5.604,21.340899999999998,21.340899999999998,21.340899999999998,,Wednesday
2007-10-04,6.446,25.307633333333335,25.307633333333335,25.307633333333335,,Thursday
2007-10-05,5.038,23.23486666666667,23.23486666666667,23.23486666666667,,Friday
2007-10-06,6.252,29.270666666666667,29.270666666666667,29.270666666666667,,Saturday
2007-10-07,6.16,35.1019,35.1019,35.1019,,Sunday
2007-10-08,5.372,18.254033333333332,18.254033333333332,18.254033333333332,,Monday
2007-10-09,6.796,28.130966666666666,28.130966666666666,28.130966666666666,,Tuesday
2007-10-10,6.722,19.44953333333333,19.44953333333333,19.44953333333333,,Wednesday
2007-10-11,6.426,28.8741,28.8741,28.8741,,Thursday
2007-10-12,5.688,31.908399999999997,31.908399999999997,31.908399999999997,,Friday
2007-10-13,9.036,32.11213333333333,32.11213333333333,32.11213333333333,,Saturday
2007-10-14,7.884,34.3542,34.3542,34.3542,,Sunday
2007-10-15,4.846,21.1055,21.1055,21.1055,,Monday
2007-10-16,7.152,32.7407,32.7407,32.7407,,Tuesday
2007-10-17,6.9,26.28216666666667,26.28216666666667,26.28216666666667,,Wednesday
2007-10-18,5.78,25.308833333333332,25.308833333333332,25.308833333333332,,Thursday
2007-10-19,6.192,34.7608,34.7608,34.7608,,Friday
2007-10-20,5.57,27.67076666666667,27.67076666666667,27.67076666666667,,Saturday
2007-10-21,7.44,32.36566666666667,32.36566666666667,32.36566666666667,,Sunday
2007-10-22,5.326,27.548266666666667,27.548266666666667,27.548266666666667,,Monday
2007-10-23,8.498,32.577466666666666,32.577466666666666,32.577466666666666,,Tuesday
2007-10-24,5.826,31.093933333333332,31.093933333333332,31.093933333333332,,Wednesday
2007-10-25,6.544,30.898633333333333,30.898633333333333,30.898633333333333,,Thursday
2007-10-26,5.802,23.959466666666668,23.959466666666668,23.959466666666668,,Friday
2007-10-27,6.678,29.761466666666667,29.761466666666667,29.761466666666667,,Saturday
2007-10-28,1.516,8.535966666666667,8.535966666666667,8.535966666666667,,Sunday
2007-10-29,1.606,9.090466666666666,9.090466666666666,9.090466666666666,,Monday
2007-10-30,7.922,13.5168,13.5168,13.5168,,Tuesday
2007-10-31,6.206,21.386833333333335,21.386833333333335,21.386833333333335,,Wednesday
2007-11-01,1.444,8.270266666666666,8.270266666666666,8.270266666666666,,Thursday
2007-11-02,5.582,24.060033333333333,24.060033333333333,24.060033333333333,,Friday
2007-11-03,1.504,8.209166666666667,8.209166666666667,8.209166666666667,,Saturday
2007-11-04,5.506,24.761433333333333,24.761433333333333,24.761433333333333,,Sunday
2007-11-05,3.844,25.009866666666667,25.009866666666667,25.009866666666667,,Monday
2007-11-06,5.844,34.706300000000006,34.706300000000006,34.706300000000006,,Tuesday
2007-11-07,6.456,30.745966666666668,30.745966666666668,30.745966666666668,,Wednesday
2007-11-08,6.46,25.017666666666667,25.017666666666667,25.017666666666667,,Thursday
2007-11-09,7.046,36.1871,36.1871,36.1871,,Friday
2007-11-10,6.622,43.526666666666664,43.526666666666664,43.526666666666664,,Saturday
2007-11-11,9.326,31.452066666666667,31.452066666666667,31.452066666666667,,Sunday
2007-11-12,8.026,35.93576666666667,35.93576666666667,35.93576666666667,,Monday
2007-11-13,8.848,36.90663333333334,36.90663333333334,36.90663333333334,,Tuesday
2007-11-14,4.604,34.13323333333333,34.13323333333333,34.13323333333333,,Wednesday
2007-11-15,4.874,24.866466666666668,24.866466666666668,24.866466666666668,,Thursday
2007-11-16,6.606,38.4959,38.4959,38.4959,,Friday
2007-11-17,6.498,43.50156666666667,43.50156666666667,43.50156666666667,,Saturday
2007-11-18,6.41,36.39763333333334,36.39763333333334,36.39763333333334,,Sunday
2007-11-19,6.078,28.727566666666668,28.727566666666668,28.727566666666668,,Monday
2007-11-20,6.26,34.930933333333336,34.930933333333336,34.930933333333336,,Tuesday
2007-11-21,5.954,29.197266666666668,29.197266666666668,29.197266666666668,,Wednesday
2007-11-22,7.96,32.2063,32.2063,32.2063,,Thursday
2007-11-23,7.308,42.04363333333333,42.04363333333333,42.04363333333333,,Friday
2007-11-24,6.068,31.6509,31.6509,31.6509,,Saturday
2007-11-25,6.456,23.259966666666667,23.259966666666667,23.259966666666667,,Sunday
2007-11-26,6.34,26.16193333333333,26.16193333333333,26.16193333333333,,Monday
2007-11-27,7.212,46.68353333333334,46.68353333333334,46.68353333333334,,Tuesday
2007-11-28,5.75,27.415666666666667,27.415666666666667,27.415666666666667,,Wednesday
2007-11-29,5.144,28.653833333333335,28.653833333333335,28.653833333333335,,Thursday
2007-11-30,7.446,38.86213333333333,38.86213333333333,38.86213333333333,,Friday
2007-12-01,7.738,52.24903333333334,52.24903333333334,52.24903333333334,,Saturday
2007-12-02,8.594,49.10313333333333,49.10313333333333,49.10313333333333,,Sunday
2007-12-03,6.33,29.367666666666665,29.367666666666665,29.367666666666665,,Monday
2007-12-04,7.448,34.4606,34.4606,34.4606,,Tuesday
2007-12-05,7.604,35.88533333333333,35.88533333333333,35.88533333333333,,Wednesday
2007-12-06,6.838,41.46556666666667,41.46556666666667,41.46556666666667,,Thursday
